n_0,component,beta,volume,S,Z,betaE,betaF,betaOmega,betamu,dens,n,betapV,PE_n,betaF_n
128,0,1.372288015808758,512.0,287.1513792321432,-0.0784952656249649,-186.65567921395348,-473.8070584460967,10.047393999995506,-3.780112909735095,0.25,128.0,-10.047393999995506,-2.15570453125,-3.7016176441101303
129,0,1.372288015808758,512.0,287.6392190128901,-0.0820084922480721,-189.94979484294169,-477.5890138558318,10.579095500001301,-3.7842489097351404,0.251953125,129.0,-10.579095500001301,-2.1660751937984495,-3.7022404174870682
130,0,1.372288015808758,512.0,288.14011281069463,-0.08586601538461747,-193.23544345487232,-481.37555626556696,11.16258200000027,-3.7887549097351325,0.25390625,130.0,-11.16258200000027,-2.176238846153846,-3.702888894350515
131,0,1.372288015808758,512.0,288.59941879132896,-0.08915466030534958,-196.56710488397312,-485.1665236753021,11.679260500000794,-3.7927159097351364,0.255859375,131.0,-11.679260500000794,-2.1865032824427484,-3.7035612494297867
132,0,1.372288015808758,512.0,289.0854683309512,-0.09237550000002609,-199.87551975408604,-488.96098808503723,12.193566000003443,-3.7966254097351566,0.2578125,132.0,-12.193566000003443,-2.196483863636364,-3.7042499097351307
133,0,1.372288015808758,512.0,289.56480667492633,-0.09576719924813387,-203.19496781984606,-492.7597744947724,12.737037500001804,-3.8007279097351443,0.259765625,133.0,-12.737037500001804,-2.2063748120300755,-3.7049607104870104
134,0,1.372288015808758,512.0,290.0301745518157,-0.09858502985072894,-206.5322693526918,-496.5624439045075,13.210393999997677,-3.8042749097351134,0.26171875,134.0,-13.210393999997677,-2.216215223880597,-3.7056898798843845
135,0,1.372288015808758,512.0,290.4772908441379,-0.1016978777777762,-209.89103347010473,-500.3683243142426,13.729213499999787,-3.808129909735129,0.263671875,135.0,-13.729213499999787,-2.2260257037037037,-3.7064320319573527
136,0,1.372288015808758,512.0,290.9023798091145,-0.10498855882355015,-213.27632391486327,-504.1787037239778,14.278444000002821,-3.8121849097351515,0.265625,136.0,-14.278444000002821,-2.235834044117647,-3.7071963509116013
137,0,1.372288015808758,512.0,291.3257278508294,-0.10806354014599462,-216.6669662828835,-507.9926941337129,14.804705000001263,-3.81603940973514,0.267578125,137.0,-14.804705000001263,-2.2455276642335766,-3.7079758695891454
138,0,1.372288015808758,512.0,291.7558910228157,-0.11083312318838914,-220.05489152063234,-511.81078254344806,15.294970999997702,-3.819606909735114,0.26953125,138.0,-15.294970999997702,-2.255066449275362,-3.708773786546725
139,0,1.372288015808758,512.0,292.18268260976805,-0.1137148381294578,-223.4492253434151,-515.6319079531831,15.806362499994634,-3.8232969097350917,0.271484375,139.0,-15.806362499994634,-2.264501582733813,-3.709582071605634
140,0,1.372288015808758,512.0,292.5580748575183,-0.11681557857144753,-226.89930150539993,-519.4573763629182,16.354181000002654,-3.8272254097351492,0.2734375,140.0,-16.354181000002654,-2.2740920714285715,-3.7104098311637017
141,0,1.372288015808758,512.0,292.9470262535443,-0.11989663829787983,-230.33933251910912,-523.2863587726534,16.905426000001057,-3.831147409735138,0.275390625,141.0,-16.905426000001057,-2.283494609929078,-3.7112507714372587
142,0,1.372288015808758,512.0,293.33108587410396,-0.12280104929571498,-233.78858530828455,-527.1196711823885,17.437748999991527,-3.8349114097350707,0.27734375,142.0,-17.437748999991527,-2.292812042253521,-3.7121103604393557
143,0,1.372288015808758,512.0,293.68542230516437,-0.12554061888115517,-237.27075928695922,-530.9561815921236,17.952308500005188,-3.8385209097351662,0.279296875,143.0,-17.952308500005188,-2.302166923076923,-3.712980290854011
144,0,1.372288015808758,512.0,294.03919629425224,-0.12829984722226348,-240.7575167076066,-534.7967130018588,18.47517800000594,-3.842165909735172,0.28125,144.0,-18.47517800000594,-2.3114150694444446,-3.7138660625129085
145,0,1.372288015808758,512.0,294.3820361023762,-0.1309492482758193,-244.2584773092177,-538.6405134115939,18.9876409999938,-3.845711409735088,0.283203125,145.0,-18.9876409999938,-2.3206070344827587,-3.7147621614592685
146,0,1.372288015808758,512.0,294.6990153207183,-0.134265746575316,-247.78912050061075,-542.488135821329,19.60279899999614,-3.849937909735104,0.28515625,146.0,-19.60279899999614,-2.3298212328767125,-3.715672163159788
147,0,1.372288015808758,512.0,295.0106352823053,-0.1373416224490162,-251.32975394875882,-546.3403892310641,20.18921850000538,-3.853942909735167,0.287109375,147.0,-20.18921850000538,-2.3389595918367347,-3.7166012872861507
148,0,1.372288015808758,512.0,295.3046245143704,-0.13992172297299105,-254.89139712642896,-550.1960216407994,20.708415000002674,-3.857462409735149,0.2890625,148.0,-20.708415000002674,-2.3480779054054053,-3.717540686762158
149,0,1.372288015808758,512.0,295.57644728597785,-0.14299036912750382,-258.4788667645566,-554.0553140505344,21.30556499999807,-3.8614824097351175,0.291015625,149.0,-21.30556499999807,-2.357200134228188,-3.7184920406076136
150,0,1.372288015808758,512.0,295.8740714735122,-0.1453549999999859,-262.0449149867574,-557.9189864602696,21.803249999997888,-3.8648149097351165,0.29296875,150.0,-21.803249999997888,-2.3660966666666665,-3.7194599097351304
151,0,1.372288015808758,512.0,296.1609988164168,-0.1476363178807572,-265.6239450535879,-561.7849438700047,22.293083999994337,-3.8680664097350927,0.294921875,151.0,-22.293083999994337,-2.374938013245033,-3.7204300918543356
152,0,1.372288015808758,512.0,296.4377625809158,-0.15055915131583295,-269.217356698824,-565.6551192797398,22.884991000006607,-3.8719744097351736,0.296875,152.0,-22.884991000006607,-2.3837319736842106,-3.7214152584193405
153,0,1.372288015808758,512.0,296.68566973384105,-0.15294684640525552,-272.84322295563396,-569.528892689475,23.400867500004097,-3.8753579097351576,0.298828125,153.0,-23.400867500004097,-2.3925655555555556,-3.722411063329902
154,0,1.372288015808758,512.0,296.93320538368533,-0.15549439610388222,-276.47262971552476,-573.4058350992101,23.94613699999786,-3.8789089097351166,0.30078125,154.0,-23.94613699999786,-2.4013011688311687,-3.7234145136312344
155,0,1.372288015808758,512.0,297.1644053395363,-0.15838101935480609,-280.12230516940895,-577.2867105089452,24.549057999994943,-3.8828114097350976,0.302734375,155.0,-24.549057999994943,-2.4100193548387097,-3.724430390380292
156,0,1.372288015808758,512.0,297.40432147208287,-0.1608318461538421,-283.7671364465974,-581.1714579186803,25.089767999999367,-3.886289909735126,0.3046875,156.0,-25.089767999999367,-2.418603141025641,-3.725458063581284
157,0,1.372288015808758,512.0,297.6660817818057,-0.16314011464976447,-287.3932085466098,-585.0592903284155,25.61299800001302,-3.8896324097352135,0.306640625,157.0,-25.61299800001302,-2.42699050955414,-3.726492295085449
158,0,1.372288015808758,512.0,297.8891070062408,-0.1657176898733948,-291.0616157319099,-588.9507227381507,26.18339499999638,-3.893253909735108,0.30859375,158.0,-26.18339499999638,-2.4354669620253167,-3.7275362198617135
159,0,1.372288015808758,512.0,298.083499016544,-0.16783048427667055,-294.7622991313417,-592.8457981478857,26.685046999990618,-3.8964204097350716,0.310546875,159.0,-26.685046999990618,-2.443984716981132,-3.7285899254584005
160,0,1.372288015808758,512.0,298.28475278241535,-0.1695666374999938,-298.4588107752055,-596.7435635576209,27.130661999999006,-3.899213909735124,0.3125,160.0,-27.130661999999006,-2.452377,-3.7296472722351304
161,0,1.372288015808758,512.0,298.4709402981597,-0.17171693167703075,-302.1732856691963,-600.644225967356,27.646426000001952,-3.902426409735142,0.314453125,161.0,-27.646426000001952,-2.460746335403727,-3.7307094780581114
162,0,1.372288015808758,512.0,298.6532180128585,-0.17391006172840803,-305.89519836423267,-604.5484163770911,28.1734300000021,-3.9056904097351435,0.31640625,162.0,-28.1734300000021,-2.4690458024691355,-3.7317803480067355
163,0,1.372288015808758,512.0,298.85553954471345,-0.17592192638037263,-309.6000672421128,-608.4556067868263,28.67527400000074,-3.9087784097351346,0.318359375,163.0,-28.67527400000074,-2.4771672392638036,-3.7328564833547624
164,0,1.372288015808758,512.0,299.05877280134246,-0.1782060487804619,-313.30720039521896,-612.3659731965614,29.22579199999575,-3.9121449097351046,0.3203125,164.0,-29.22579199999575,-2.4851996951219513,-3.733938860954643
165,0,1.372288015808758,512.0,299.2423713905041,-0.1805587333333678,-317.03752521579236,-616.2798966062965,29.792191000005687,-3.9155884097351645,0.322265625,165.0,-29.792191000005687,-2.4932372121212123,-3.7350296764017967
166,0,1.372288015808758,512.0,299.40315789296494,-0.18311000000002936,-320.7939921230668,-620.1971500160317,30.396260000004872,-3.9192374097351603,0.32421875,166.0,-30.396260000004872,-2.5012926506024096,-3.736127409735131
167,0,1.372288015808758,512.0,299.5695728639246,-0.1857531526946054,-324.5487985618422,-624.1183714257668,31.0207764999991,-3.9229889097351247,0.326171875,167.0,-31.0207764999991,-2.509244371257485,-3.7372357570405197
168,0,1.372288015808758,512.0,299.74025014753283,-0.1881989583333152,-328.30287768796916,-628.043127835502,31.617424999996956,-3.926550909735113,0.328125,168.0,-31.617424999996956,-2.517098273809524,-3.7383519514017975
169,0,1.372288015808758,512.0,299.93209544062336,-0.19017923668637937,-332.03937780461365,-631.971473245237,32.140290999998115,-3.929655409735119,0.330078125,169.0,-32.140290999998115,-2.5247834319526627,-3.7394761730487396
170,0,1.372288015808758,512.0,300.12282811031116,-0.1921623294118035,-335.77961054466107,-635.9024386549722,32.6675960000066,-3.9327649097351696,0.33203125,170.0,-32.6675960000066,-2.532394176470588,-3.7406025803233662
171,0,1.372288015808758,512.0,300.30133729917645,-0.194239049707606,-339.5356657655309,-639.8370030647073,33.214877500000625,-3.9359759097351343,0.333984375,171.0,-33.214877500000625,-2.5399833333333333,-3.7417368600275283
172,0,1.372288015808758,512.0,300.48898201291456,-0.19562704651162163,-343.28540846152794,-643.7743904744425,33.64785199999892,-3.9385014097351245,0.3359375,172.0,-33.64785199999892,-2.5474575,-3.742874363223503
173,0,1.372288015808758,512.0,300.6687409639761,-0.19713981502885572,-347.0452649202015,-647.7140058841776,34.10518799999204,-3.9411514097350846,0.337890625,173.0,-34.10518799999204,-2.5548878612716766,-3.7440115947062287
174,0,1.372288015808758,512.0,300.8605604015412,-0.19927099999998993,-350.7961328923715,-651.6566932939127,34.67315399999825,-3.94442440973512,0.33984375,174.0,-34.67315399999825,-2.562195172413793,-3.7451534097351304
175,0,1.372288015808758,512.0,301.0574319703245,-0.20172488285718893,-354.54542273332333,-655.6028547036478,35.30185450000806,-3.9480269097351766,0.341796875,175.0,-35.30185450000806,-2.5694124,-3.7463020268779874
176,0,1.372288015808758,512.0,301.25749934678174,-0.2032216193181788,-358.2952477666013,-659.552747113383,35.76700499999947,-3.950680409735128,0.34375,176.0,-35.76700499999947,-2.5765498295454545,-3.747458790416949
177,0,1.372288015808758,512.0,301.44522772275855,-0.20472152259882115,-362.05898780035955,-663.5042155231181,36.235709499991344,-3.9533329097350816,0.345703125,177.0,-36.235709499991344,-2.583663898305085,-3.7486113871362603
178,0,1.372288015808758,512.0,301.6407470712621,-0.20674792696632566,-365.81866586159106,-667.4594129328532,36.80113100000597,-3.9565199097351638,0.34765625,178.0,-36.80113100000597,-2.590681404494382,-3.7497719827688383
179,0,1.372288015808758,512.0,301.8189309062557,-0.20849052234640003,-369.59832443633275,-671.4172553425884,37.319803500005605,-3.959424909735162,0.349609375,179.0,-37.319803500005605,-2.597701843575419,-3.750934387388762
180,0,1.372288015808758,512.0,302.01114826233425,-0.21073145000001053,-373.36711448998926,-675.3782627523235,37.931661000001895,-3.962832909735141,0.3515625,180.0,-37.931661000001895,-2.6046002777777777,-3.7521014597351305
181,0,1.372288015808758,512.0,302.2268461802414,-0.2125566022099424,-377.1160749818173,-679.3429211620587,38.47274499999958,-3.9658324097351283,0.353515625,181.0,-38.47274499999958,-2.6113426519337017,-3.753275807525186
182,0,1.372288015808758,512.0,302.4273405344263,-0.21437075824171406,-380.88258703736744,-683.3099275717938,39.01547799999196,-3.9688209097350864,0.35546875,182.0,-39.01547799999196,-2.6180812087912084,-3.7544501514933724
183,0,1.372288015808758,512.0,302.65428503831413,-0.2163084180328262,-384.62627794321475,-687.2805629815289,39.58444050000719,-3.9719399097351697,0.357421875,183.0,-39.58444050000719,-2.6246552459016392,-3.7556314917023434
184,0,1.372288015808758,512.0,302.850766401021,-0.2183627391304295,-388.4030409902431,-691.2538073912641,40.17874399999903,-3.9751769097351257,0.359375,184.0,-40.17874399999903,-2.631288804347826,-3.756814170604696
185,0,1.372288015808758,512.0,303.0861747225317,-0.2200934540540064,-392.1447420784674,-695.2309168009991,40.71728899999118,-3.9780984097350824,0.361328125,185.0,-40.71728899999118,-2.6377125405405404,-3.758004955681076
186,0,1.372288015808758,512.0,303.326484017516,-0.22171283870970213,-395.88352019321826,-699.2100042107343,41.2385880000046,-3.980906409735155,0.36328125,186.0,-41.2385880000046,-2.644055752688172,-3.759193571025453
187,0,1.372288015808758,512.0,303.53668675019185,-0.22395998128345224,-399.6560428702776,-703.1927296204694,41.88051650000557,-3.9843489097351608,0.365234375,187.0,-41.88051650000557,-2.6504626203208557,-3.7603889284517082
188,0,1.372288015808758,512.0,303.76250079788986,-0.22595156914892328,-403.41620123231473,-707.1787020302046,42.47889499999758,-3.987540409735118,0.3671875,188.0,-42.47889499999758,-2.656753404255319,-3.7615888405861946
189,0,1.372288015808758,512.0,304.0111431786148,-0.227855261904748,-407.15666726132486,-711.1678104399397,43.06464449999737,-3.9906479097351166,0.369140625,189.0,-43.06464449999737,-2.662901693121693,-3.7627926478303686
190,0,1.372288015808758,512.0,304.2341014025285,-0.229817921052629,-410.92589644714633,-715.1599978496748,43.66540499999951,-3.993817909735128,0.37109375,190.0,-43.66540499999951,-2.6690955789473683,-3.763999988682499
191,0,1.372288015808758,512.0,304.4817145966085,-0.23189414921465468,-414.6737316628014,-719.1554462594099,44.291782499999044,-3.997105909735126,0.373046875,191.0,-44.291782499999044,-2.6751429842931937,-3.765211760520471
192,0,1.372288015808758,512.0,304.7250128693207,-0.2337357343750052,-418.42919679982435,-723.1542096691451,44.877261000001,-4.000163909735136,0.375,192.0,-44.877261000001,-2.6811563541666668,-3.7664281753601307
193,0,1.372288015808758,512.0,304.98852647695355,-0.23571091191711263,-422.16724760192665,-727.1557740788802,45.49220600000274,-4.003357409735145,0.376953125,193.0,-45.49220600000274,-2.6870416580310876,-3.767646497818032
194,0,1.372288015808758,512.0,305.24640430912007,-0.2382641649484232,-425.9145201794953,-731.1609244886154,46.2232479999941,-4.0071349097351,0.37890625,194.0,-46.2232479999941,-2.6929009278350513,-3.768870744786677
195,0,1.372288015808758,512.0,305.51349328150684,-0.23996407051279453,-429.65655061684356,-735.1700438983504,46.792993749994935,-4.010066859735105,0.380859375,195.0,-46.792993749994935,-2.6986805128205127,-3.77010278922231
196,0,1.372288015808758,512.0,305.78214780477003,-0.24184403010208916,-433.39891040331554,-739.1810582080856,47.401429900009475,-4.013175959735179,0.3828125,196.0,-47.401429900009475,-2.7044023469387755,-3.7713319296330896
197,0,1.372288015808758,512.0,306.01475291460827,-0.24408362258884148,-437.1816429032125,-743.1963958178208,48.08447365000177,-4.01665415973514,0.384765625,197.0,-48.08447365000177,-2.710215431472081,-3.772570537146298
198,0,1.372288015808758,512.0,306.27745060764244,-0.24563857777777479,-440.9369159199134,-747.2143665275559,48.636438399999406,-4.019448509735128,0.38671875,198.0,-48.636438399999406,-2.7158687373737376,-3.7738099319573526
199,0,1.372288015808758,512.0,306.5249759759881,-0.24776108693465723,-444.7103168613029,-751.235292837291,49.30445629999679,-4.022812809735115,0.388671875,199.0,-49.30445629999679,-2.721531608040201,-3.775051722800457
200,0,1.372288015808758,512.0,306.7598755025447,-0.2498985989999909,-448.5001166444814,-755.2599921470261,49.97971979999818,-4.026198559735121,0.390625,200.0,-49.97971979999818,-2.7271976,-3.7762999607351304
201,0,1.372288015808758,512.0,306.99640124108555,-0.25214521343285873,-452.2912887156757,-759.2876899567613,50.6811879000046,-4.029695909735153,0.392578125,201.0,-50.6811879000046,-2.7328121890547266,-3.7775506963022947
202,0,1.372288015808758,512.0,307.24021667086424,-0.25461487821782314,-456.07916729563215,-763.3193839664964,51.43220540000027,-4.033423709735132,0.39453125,202.0,-51.43220540000027,-2.7383593069306933,-3.778808831517309
203,0,1.372288015808758,512.0,307.4425078994849,-0.2567857970442956,-459.9120294767466,-767.3545373762315,52.12751679999201,-4.0368574097350916,0.396484375,203.0,-52.12751679999201,-2.744013251231527,-3.780071612690796
204,0,1.372288015808758,512.0,307.7080937771152,-0.25913494019603295,-463.68500500885136,-771.3930987859666,52.86352779999072,-4.040473659735085,0.3984375,204.0,-52.86352779999072,-2.7493978431372548,-3.7813387195390518
205,0,1.372288015808758,512.0,307.93514162369775,-0.261258039268369,-467.50034307200394,-775.4354846957017,53.55789805001564,-4.0438701597352065,0.400390625,205.0,-53.55789805001564,-2.754880487804878,-3.7826121204668377
206,0,1.372288015808758,512.0,308.1393452327029,-0.26374999126216975,-471.3414938727341,-779.480839105437,54.33249820000697,-4.047637559735165,0.40234375,206.0,-54.33249820000697,-2.760401213592233,-3.783887568472995
207,0,1.372288015808758,512.0,308.3665449697602,-0.2660573570047588,-475.16421484541183,-783.530759815172,55.073872899985076,-4.051230109735059,0.404296875,207.0,-55.073872899985076,-2.7658037198067635,-3.7851727527302996
208,0,1.372288015808758,512.0,308.57547728321697,-0.26766813990384064,-479.00782204169013,-787.5832993249071,55.67497309999885,-4.054126309735125,0.40625,208.0,-55.67497309999885,-2.771227451923077,-3.7864581698312842
209,0,1.372288015808758,512.0,308.8105690209385,-0.2701172387560661,-482.8284434137038,-791.6390124346423,56.454502900017815,-4.057863709735216,0.408203125,209.0,-56.454502900017815,-2.776519138755981,-3.7877464709791497
210,0,1.372288015808758,512.0,309.0266193395114,-0.2726830252381032,-486.67240740486614,-795.6990267443775,57.263435300001674,-4.061726009735139,0.41015625,210.0,-57.263435300001674,-2.7818414285714286,-3.7890429844970357
211,0,1.372288015808758,512.0,309.21094876199913,-0.2749694178032785,-490.5515156921134,-799.7624644541125,58.01854715649176,-4.065312851235092,0.412109375,211.0,-58.01854715649176,-2.7872346445497627,-3.790343433431813
212,0,1.372288015808758,512.0,309.3946920373569,-0.27731596424053917,-494.4349604094908,-803.8296524468477,58.7909844189943,-4.068965268235104,0.4140625,212.0,-58.7909844189943,-2.792591886792453,-3.7916493039945647
213,0,1.372288015808758,512.0,309.569263264656,-0.27945760084035187,-498.33113172592675,-807.9003949905828,59.524468978994946,-4.072417201735107,0.416015625,213.0,-59.524468978994946,-2.797942366197183,-3.7929596008947546
214,0,1.372288015808758,512.0,309.7378055916553,-0.2815828646963275,-502.23668125866266,-811.9744868503179,60.25873304501408,-4.075856167735196,0.41796875,214.0,-60.25873304501408,-2.8032747757009346,-3.7942733030388687
215,0,1.372288015808758,512.0,309.9090751184534,-0.28463595686980203,-506.14303220759973,-816.0521073260531,61.196730727007434,-4.080227153735166,0.419921875,215.0,-61.196730727007434,-2.8085602976744184,-3.7955911968653635
216,0,1.372288015808758,512.0,310.06788018703173,-0.2870895968564079,-510.06706097075653,-820.1349411577883,62.01135292098411,-4.084010620735057,0.421875,216.0,-62.01135292098411,-2.8138565185185183,-3.7969210238786495
217,0,1.372288015808758,512.0,310.2219633166003,-0.28882946933172227,-513.998165250923,-824.2201285675233,62.675994844983734,-4.087078909735055,0.423828125,217.0,-62.675994844983734,-2.819127686635945,-3.798249440403333
218,0,1.372288015808758,512.0,310.37885512167793,-0.29081438690374295,-517.9302438555804,-828.3090989772584,63.397536345015965,-4.090397409735203,0.42578125,218.0,-63.397536345015965,-2.824353752293578,-3.7995830228314604
219,0,1.372288015808758,512.0,310.4895416301905,-0.2928804513471021,-521.9113817568032,-832.4009233869937,64.14081884501536,-4.093797909735201,0.427734375,219.0,-64.14081884501536,-2.829695333333333,-3.800917458388099
220,0,1.372288015808758,512.0,310.6397860127132,-0.29530170611358914,-525.8569087840156,-836.4966947967288,64.96637534498961,-4.097559409735084,0.4296875,220.0,-64.96637534498961,-2.8348704,-3.8022577036214944
221,0,1.372288015808758,512.0,310.72995967706254,-0.2982899088008901,-529.8660825294013,-840.5960422064638,65.92206984499671,-4.101891909735116,0.431640625,221.0,-65.92206984499671,-2.840208497737556,-3.8036020009342253
222,0,1.372288015808758,512.0,310.81678277011474,-0.3010902988013956,-533.8836958460843,-844.700478616199,66.84204633390982,-4.106047409685175,0.43359375,222.0,-66.84204633390982,-2.8455262072072074,-3.8049571108837794
223,0,1.372288015808758,512.0,310.883293123596,-0.3033228938742337,-537.9248439022382,-848.8081370258342,67.64100533395413,-4.109637409685149,0.435546875,223.0,-67.64100533395413,-2.850873130044843,-3.8063145158109157
224,0,1.372288015808758,512.0,310.9504130944184,-0.30550043904059415,-541.9693403411509,-852.9197534355693,68.4320983450931,-4.1131779097351,0.4375,224.0,-68.4320983450931,-2.856183205357143,-3.807677470694506
225,0,1.372288015808758,512.0,311.01563349110313,-0.30765671931150285,-546.0188593542013,-857.0344928453044,69.22276184508814,-4.116698909735078,0.439453125,225.0,-69.22276184508814,-2.8614623466666664,-3.809042190423575
226,0,1.372288015808758,512.0,311.0514811805241,-0.31095773604024335,-550.1016700745154,-861.1531512550395,70.27644834509499,-4.121369909735108,0.44140625,226.0,-70.27644834509499,-2.8668021150442478,-3.810412173694865
227,0,1.372288015808758,512.0,311.0825969386283,-0.3140444332383903,-554.1946357261463,-865.2772326647746,71.2880863451146,-4.125838409735195,0.443359375,227.0,-71.2880863451146,-2.872127436123348,-3.8117939764968045
228,0,1.372288015808758,512.0,311.11482519270487,-0.31588933923293244,-558.290002881805,-869.4048280745099,72.0227693451086,-4.129068409735169,0.4453125,228.0,-72.0227693451086,-2.8774137192982456,-3.8131790705022364
229,0,1.372288015808758,512.0,311.14916235109183,-0.3172754774894938,-562.3862071331531,-873.5353694842449,72.65608434509409,-4.131840409735105,0.447265625,229.0,-72.65608434509409,-2.8826564978165936,-3.814564932245611
230,0,1.372288015808758,512.0,311.13935737966017,-0.3204128710656337,-566.5291515143199,-877.6685088939801,73.69496034509575,-4.136362909735112,0.44921875,230.0,-73.69496034509575,-2.8880017739130435,-3.8159500386694787
231,0,1.372288015808758,512.0,311.15017514343197,-0.3234573478142983,-570.6579201602832,-881.8080953037152,74.71864734510291,-4.140808409735143,0.451171875,231.0,-74.71864734510291,-2.8932560519480517,-3.817351061920845
232,0,1.372288015808758,512.0,311.1349344851153,-0.3255223678668298,-574.815191228335,-885.9501257134503,75.52118934510452,-4.14427290973515,0.453125,232.0,-75.52118934510452,-2.8985545603448277,-3.8187505418683205
233,0,1.372288015808758,512.0,311.09818769177934,-0.32749465169566594,-578.9984534314061,-890.0966411231855,76.30625384509017,-4.147651909735089,0.455078125,233.0,-76.30625384509017,-2.9038888755364805,-3.8201572580394227
234,0,1.372288015808758,512.0,311.0836944119534,-0.3292452450644807,-583.1617351209671,-894.2454295329205,77.04338734508849,-4.150806909735081,0.45703125,234.0,-77.04338734508849,-2.909115376068376,-3.8215616646706003
235,0,1.372288015808758,512.0,311.04573748029065,-0.3320671121068191,-587.352517462365,-898.3982549426556,78.03577134510249,-4.155038409735141,0.458984375,235.0,-78.03577134510249,-2.9143826723404254,-3.822971297628322
236,0,1.372288015808758,512.0,310.9801636234588,-0.3349191709538475,-591.575342728932,-902.5555063523908,79.04092434510801,-4.1593069097351645,0.4609375,236.0,-79.04092434510801,-2.9197042711864407,-3.8243877387813168
237,0,1.372288015808758,512.0,310.9225568959514,-0.33724333689916824,-595.7943118661746,-906.716868762126,79.92667084510288,-4.163052909735143,0.462890625,237.0,-79.92667084510288,-2.924969105485232,-3.8258095728359747
238,0,1.372288015808758,512.0,310.83686460424144,-0.3387492451474832,-600.0447475676197,-910.8816121718611,80.622320345101,-4.165982909735135,0.46484375,238.0,-80.622320345101,-2.930286042016807,-3.8272336645876517
239,0,1.372288015808758,512.0,310.7585366578679,-0.3407036980966007,-604.2902979237283,-915.0488345815962,81.42818384508757,-4.169359909735078,0.466796875,239.0,-81.42818384508757,-2.9355435899581592,-3.828656211638478
240,0,1.372288015808758,512.0,310.68978074323513,-0.3441351931045962,-608.5305512480961,-919.2203319913312,82.5924463451031,-4.174219909735143,0.46875,240.0,-82.5924463451031,-2.9407412416666667,-3.8300847166305467
241,0,1.372288015808758,512.0,310.65182971113484,-0.3470454495647891,-612.7454446899317,-923.3972744010665,83.63795334511417,-4.178569409735189,0.470703125,241.0,-83.63795334511417,-2.9458190788381744,-3.8315239601704003
242,0,1.372288015808758,512.0,310.54766745967424,-0.34836115431857223,-617.0298033511274,-927.5774708108016,84.30339934509448,-4.181325909735108,0.47265625,242.0,-84.30339934509448,-2.951064123966942,-3.8329647554165356
243,0,1.372288015808758,512.0,310.4243565151669,-0.3503429211732341,-621.3355697053698,-931.7599262205367,85.13332984509589,-4.184745909735113,0.474609375,243.0,-85.13332984509589,-2.956330197530864,-3.8344029885618793
244,0,1.372288015808758,512.0,310.321641171804,-0.35343270223403184,-625.6253214584679,-935.9469626302719,86.23757934510377,-4.189280909735146,0.4765625,244.0,-86.23757934510377,-2.9615052786885245,-3.835848207501114
245,0,1.372288015808758,512.0,310.1988920415988,-0.3568769585514748,-629.9395959984082,-940.138488040007,87.43485484511132,-4.194176909735177,0.478515625,245.0,-87.43485484511132,-2.9667110530612244,-3.8372999511837023
246,0,1.372288015808758,512.0,310.0832985002148,-0.3590509607524573,-634.2520179495274,-944.3353164497422,88.3265363451045,-4.19781240973515,0.48046875,246.0,-88.3265363451045,-2.971869016260163,-3.838761448982692
247,0,1.372288015808758,512.0,309.90771415491713,-0.36062482933231366,-638.6263987045602,-948.5341128594773,89.07433284508147,-4.200843909735056,0.482421875,247.0,-89.07433284508147,-2.977168008097166,-3.840219080402742
248,0,1.372288015808758,512.0,309.77847755762605,-0.3633614409076153,-642.9585267115863,-952.7370042692123,90.11363734508859,-4.205042909735084,0.484375,248.0,-90.11363734508859,-2.982300112903226,-3.841681468827469
249,0,1.372288015808758,512.0,309.6524598528026,-0.3663220174502856,-647.2917388261449,-956.9441986789475,91.21418234512112,-4.209471409735215,0.486328125,249.0,-91.21418234512112,-2.9873941686746988,-3.84314939228493
250,0,1.372288015808758,512.0,309.48502449944976,-0.3681921213803962,-651.670922589233,-961.1559470886828,92.04803034509905,-4.212815909735127,0.48828125,250.0,-92.04803034509905,-2.992581472,-3.844623788354731
251,0,1.372288015808758,512.0,309.3234842152599,-0.3700039675103086,-656.0463462831578,-965.3698304984177,92.87099584508746,-4.216098909735081,0.490234375,251.0,-92.87099584508746,-2.997716525896414,-3.846094942224772
252,0,1.372288015808758,512.0,309.1497565231988,-0.3732209061313284,-660.4383883849541,-969.5881449081529,94.05166834509475,-4.22079290973511,0.4921875,252.0,-94.05166834509475,-3.0028588809523806,-3.8475720036037813
253,0,1.372288015808758,512.0,308.9614444497922,-0.37560542824154586,-664.8499718680957,-973.811416317888,95.0281733451111,-4.224662409735174,0.494140625,253.0,-95.0281733451111,-3.0080168695652176,-3.849056981493628
254,0,1.372288015808758,512.0,308.71862135172603,-0.3778526903350979,-669.3188483758972,-978.0374697276233,95.97458334511487,-4.228393909735189,0.49609375,254.0,-95.97458334511487,-3.013298614173228,-3.8505412194000916
255,0,1.372288015808758,512.0,308.5072525928482,-0.3800872366474256,-673.7609515445101,-982.2682041373583,96.92224534509353,-4.232119409735105,0.498046875,255.0,-96.92224534509353,-3.0184624235294115,-3.8520321730876796
256,0,1.372288015808758,512.0,308.3544098960525,-0.38304861072303753,-678.147298651041,-986.5017085470935,98.06044434509761,-4.236570909735121,0.5,256.0,-98.06044434509761,-3.0234271796875,-3.853522299012084
257,0,1.372288015808758,512.0,308.16617476389865,-0.38560621729608074,-682.5751711929299,-990.7413459568286,99.10079784509276,-4.240630909735103,0.501953125,257.0,-99.10079784509276,-3.028471042801556,-3.855024692439022
