lnz_0,phase,component,beta,volume,edge_distance,betaOmega,nvec,PE,dens,betaF,S,betaG,betapV,PE_n
2.77,0,0,0.6666666666666666,512.0,24.0,-1564.251940589509,412.05746937475004,-1520.8161717898884,0.8047997448725587,-422.85275042145145,27.061506623650985,1141.3991901680577,1564.251940589509,-3.6907865645477864
3.27,0,0,0.6666666666666666,512.0,13.0,-1773.0987551345556,423.1085986801773,-1586.240722841911,0.8263839817972213,-389.53363745037586,-33.297279757298725,1383.5651176841798,1773.0987551345556,-3.749015566665265
3.77,0,0,0.6666666666666666,512.0,3.0,-1986.8810690833186,431.05517662474983,-1632.0551969043265,0.8419046418452145,-361.80305320801176,-79.65097979108123,1625.0780158753068,1986.8810690833186,-3.7861862828876163
4.27,0,0,0.6666666666666666,512.0,1.0,-2203.2073466476704,433.672225275004,-1646.898976546185,0.8470160649902422,-351.4269447234035,-95.99736839488037,1851.780401924267,2203.2073466476704,-3.7975661814676718
4.77,0,0,0.6666666666666666,512.0,1.0,-2420.262620088716,434.4167711141398,-1651.0820174247538,0.8484702560823043,-348.0946218742697,-101.00156640435648,2072.1679982144465,2420.262620088716,-3.800686638294966
5.27,0,0,0.6666666666666666,512.0,1.0,-2637.5520160417436,434.7018524251587,-1652.6813583743724,0.849027055517888,-346.6732537611574,-103.06153985068602,2290.878762280586,2637.5520160417436,-3.801873282007487
5.77,0,0,0.6666666666666666,512.0,1.0,-2854.940151582079,434.8355134047118,-1653.432436320854,0.8492881121185777,-345.93923923689226,-104.09578153660937,2509.000912345187,2854.940151582079,-3.802431920462681
6.27,0,0,0.6666666666666666,512.0,1.0,-3072.3771712283724,434.9055138948015,-1653.8265274362386,0.8494248318257842,-345.5195991079672,-104.6731483406561,2726.857572120405,3072.3771712283724,-3.802726051057333
6.77,0,0,0.6666666666666666,512.0,1.0,-3289.8405828939917,434.9444901850433,-1654.0462772112555,0.8495009573926627,-345.2663843412488,-105.01439852202327,2944.574198552743,3289.8405828939917,-3.8028905171498
7.27,0,0,0.6666666666666666,512.0,1.0,-3507.3189477137144,434.9669637926989,-1654.1731114464797,0.849544851157615,-345.1091209407937,-105.22250766781099,3162.2098267729207,3507.3189477137144,-3.8029856268230127
7.77,0,0,0.6666666666666666,512.0,1.0,-3724.806022626838,434.9801888054822,-1654.2477982953699,0.8495706812607074,-345.0099556082414,-105.35162671378168,3379.7960670185967,3724.806022626838,-3.8030417036651043
8.27,0,0,0.6666666666666666,512.0,1.0,-3942.2982541423494,434.98806578133,-1654.2923011265934,0.8495860659791602,-344.94695013075034,-105.4324852816502,3597.351304011599,3942.2982541423494,-3.803075144498819
8.77,0,0,0.6666666666666666,512.0,1.0,-4159.793568078414,434.9927913524605,-1654.3190062470103,0.8495952956102744,-344.9067879173358,-105.48336255198035,3814.886780161078,4159.793568078414,-3.803095221655224
9.27,0,0,0.6666666666666666,512.0,1.0,-4377.290735236397,434.9956386390514,-1654.3350993759818,0.8496008567168972,-344.8811650523912,-105.51544323968608,4032.409570184006,4377.290735236397,-3.803107324367241
9.77,0,0,0.6666666666666666,512.0,1.0,-4594.789020471647,434.997358697863,-1654.3448222554048,0.8496042162067636,-344.8648259935253,-105.53568412995014,4249.9241944781215,4594.789020471647,-3.8031146377706317
10.27,0,0,0.6666666666666666,512.0,1.0,-4812.287981676258,434.99839943642763,-1654.350705529094,0.8496062488992727,-344.8544194641463,-105.54845173394165,4467.433562212112,4812.287981676258,-3.8031190635929395
10.77,0,0,0.6666666666666666,512.0,1.0,-5029.787352078428,434.99902974813165,-1654.3542687970282,0.8496074799768196,-344.84780169105034,-105.55649955143758,4684.9395503873775,5029.787352078428,-3.80312174432875
11.27,0,0,0.6666666666666666,512.0,1.0,-5247.286970378337,434.9994117106237,-1654.356428148671,0.8496082259973119,-344.8436003996085,-105.56156746690328,4902.443369978729,5247.286970378337,-3.803123368932749
11.77,0,0,0.6666666666666666,512.0,1.0,-5464.786738928136,434.99964325730826,-1654.3577371708857,0.8496086782369302,-344.8409377896187,-105.56475543834267,5119.945801138518,5464.786738928136,-3.8031243538108153
12.27,0,0,0.6666666666666666,512.0,1.0,-5682.286598569516,434.9997836514125,-1654.3585308790337,0.849608952444165,-344.839253166685,-105.56675860888527,5337.447345402831,5682.286598569516,-3.8031249509879195
