T*,V*,Rcut*,TAIL,ln(z*),<rho*>,stdev,<p*>,stdev,<U*>,stdev
0.72871,512.0,2.5,LFS,-6.611882057744813,0.001366816169683533,1.624842931795064e-07,0.0009876872660561685,1.2634090072898423e-07,-0.00821579488684698,3.84708096266851e-06
0.72871,512.0,2.5,LFS,-6.607217259185793,0.0013733160051030856,1.631487396249758e-07,0.0009923445027631233,1.26879367305207e-07,-0.008294185307227808,3.881648477334322e-06
0.72871,512.0,2.5,LFS,-6.602552460626773,0.001379847278387462,1.638156179895058e-07,0.0009970238876541812,1.2741997738893096e-07,-0.008373330430037853,3.916528729406699e-06
0.72871,512.0,2.5,LFS,-6.597887662067754,0.001386410146707916,1.6448493746010606e-07,0.0010017255278625137,1.2796273846420057e-07,-0.008453237619038396,3.9517246887774835e-06
0.72871,512.0,2.5,LFS,-6.593222863508734,0.0013930047680714775,1.651567073651729e-07,0.001006449531056984,1.2850765803886677e-07,-0.008533914311270386,3.9872393568315125e-06
0.72871,512.0,2.5,LFS,-6.58855806494971,0.0013996313013258977,1.6583093717764963e-07,0.0010111960054449958,1.2905474364501827e-07,-0.008615368017804844,4.02307576681228e-06
0.72871,512.0,2.5,LFS,-6.583893266390691,0.0014062899061645824,1.66507636520576e-07,0.001015965059775345,1.296040028386369e-07,-0.008697606324500765,4.059236984205601e-06
0.72871,512.0,2.5,LFS,-6.579228467831671,0.0014129807431316516,1.6718681517017905e-07,0.0010207568033411285,1.3015544320039514e-07,-0.008780636892772082,4.095726107108698e-06
0.72871,512.0,2.5,LFS,-6.574563669272651,0.001419703973626944,1.6786848306172023e-07,0.0010255713459826276,1.3070907233548345e-07,-0.008864467460361828,4.132546266619157e-06
0.72871,512.0,2.5,LFS,-6.569898870713631,0.0014264597599110977,1.685526502920316e-07,0.0010304087980902291,1.3126489787510153e-07,-0.00894910584212508,4.169700627215766e-06
0.72871,512.0,2.5,LFS,-6.565234072154611,0.001433248265110662,1.6923932712500125e-07,0.0010352692706073602,1.3182292747534126e-07,-0.009034559930820123,4.2071923871473335e-06
0.72871,512.0,2.5,LFS,-6.560569273595592,0.0014400696532232387,1.6992852399711348e-07,0.001040152875033441,1.3238316881821586e-07,-0.0091208376979081,4.245024778839235e-06
0.72871,512.0,2.5,LFS,-6.555904475036568,0.0014469240891226687,1.706202515208167e-07,0.0010450597234268537,1.3294562961192827e-07,-0.009207947194361252,4.283201069270752e-06
0.72871,512.0,2.5,LFS,-6.5512396764775485,0.0014538117385642386,1.7131452048924883e-07,0.0010499899284079305,1.3351031759226282e-07,-0.009295896551479587,4.321724560389636e-06
0.72871,512.0,2.5,LFS,-6.546574877918529,0.0014607327681899443,1.7201134188231236e-07,0.0010549436031619592,1.3407724052065592e-07,-0.009384693981716725,4.360598589512951e-06
0.72871,512.0,2.5,LFS,-6.541910079359509,0.0014676873455337735,1.7271072687027058e-07,0.0010599208614422047,1.3464640618711537e-07,-0.009474347779514135,4.39982652973621e-06
0.72871,512.0,2.5,LFS,-6.537245280800489,0.001474675639027034,1.734126868197339e-07,0.0010649218175729526,1.3521782240852804e-07,-0.009564866322144594,4.4394117903461426e-06
0.72871,512.0,2.5,LFS,-6.532580482241469,0.001481697818003717,1.7411723329819974e-07,0.0010699465864525669,1.3579149703058864e-07,-0.00965625807056457,4.479357817235079e-06
0.72871,512.0,2.5,LFS,-6.527915683682446,0.0014887540527059081,1.7482437807973412e-07,0.0010749952835565832,1.3636743792785282e-07,-0.009748531570275821,4.519668093319204e-06
0.72871,512.0,2.5,LFS,-6.523250885123426,0.001495844514289188,1.7553413314933857e-07,0.0010800680249407435,1.3694565300385313e-07,-0.009841695452196186,4.560346138968751e-06
0.72871,512.0,2.5,LFS,-6.518586086564406,0.0015029693748281664,1.7624651070889138e-07,0.0010851649272442033,1.375261501914966e-07,-0.009935758433539804,4.601395512423954e-06
0.72871,512.0,2.5,LFS,-6.5139212880053865,0.0015101288073219594,1.7696152318348588e-07,0.001090286107692603,1.3810893745387955e-07,-0.010030729318706716,4.642819810235831e-06
0.72871,512.0,2.5,LFS,-6.509256489446367,0.0015173229856997549,1.7767918322434805e-07,0.0010954316841012355,1.3869402278489309e-07,-0.01012661700018212,4.684622667691831e-06
