binodal,lnz_0,phase,component,beta,volume,edge_distance,betaOmega,nvec,PE,dens,betaF,S,betaG,betapV,PE_n
0,-3.966438059499727,0,0,1.372288015808758,512.0,424.0,-11.201294745678357,13.309797755164118,-3.088099845102577,0.025995698740554917,-63.99378312600534,79.72071734969637,-52.792488380326986,11.201294745678357,-0.23201703751692349
0,-3.966438059499727,1,0,1.372288015808758,512.0,72.0,-11.201294745834605,363.09615683601595,-1404.2955961830162,0.7091721813203437,-1451.3997104782902,68.94592843734586,-1440.1984157324557,11.201294745834605,-3.86755841323111
