binodal,lnz_0,lnz_1,phase,component,beta,volume,edge_distance,betaOmega,nvec,dens,betaF,betaG,betapV
0,-0.22421410635526465,0.5,0,0,1.0,1.0,27.586228448267445,-1352.920584991864,0.13299319982679245,0.13299319982679245,-1244.9435129484734,107.9770720433906,1352.920584991864
0,-0.22421410635526465,0.5,0,1,1.0,1.0,27.586228448267445,-1352.920584991864,216.0137819896822,216.0137819896822,-1244.9435129484734,107.9770720433906,1352.920584991864
0,-0.22421410635526465,0.5,1,0,1.0,1.0,11.313708498984761,-1352.920584991864,238.67785034952115,238.67785034952115,-1406.3867116441986,-53.466126652334594,1352.920584991864
0,-0.22421410635526465,0.5,1,1,1.0,1.0,11.313708498984761,-1352.920584991864,0.09762854115776119,0.09762854115776119,-1406.3867116441986,-53.466126652334594,1352.920584991864
