lnz_0,phase,component,beta,volume,edge_distance,betaOmega,nvec,PE,dens,betaF,S,betaG,betapV,PE_n
-10.0,0,0,0.6666666666666666,512.0,436.0,-0.02324275620971893,0.02324412111041692,-5.711610959605351e-06,4.539867404378305e-05,-0.25568396731388815,0.2905463412388738,-0.2324412111041692,0.02324275620971893,-0.00024572281879247634
-9.993246623311656,0,0,0.6666666666666666,512.0,436.0,-0.023400263833315327,0.02340164728304477,-5.789293865720375e-06,4.5706342349696815e-05,-0.25725869652453287,0.2923573079198562,-0.23385843269121753,0.023400263833315327,-0.0002473883054341606
-9.986493246623311,0,0,0.6666666666666666,512.0,436.0,-0.023558838891674337,0.023560241142441502,-5.8680333069546865e-06,4.601609598133106e-05,-0.2588430279494831,0.2941794776409407,-0.23528418905780876,0.023558838891674337,-0.0002490650783868248
-9.979739869934967,0,0,0.6666666666666666,512.0,436.0,-0.023718488619705776,0.023719909926939436,-5.947843654024231e-06,4.6327949076053585e-05,-0.2604370194288495,0.296012919090156,-0.2367185308091437,0.023718488619705776,-0.00025075321417089704
-9.972986493246623,0,0,0.6666666666666666,512.0,436.0,-0.02387922030136888,0.023880660923966037,-6.0287394731347425e-06,4.6641915867121166e-05,-0.2620407291458846,0.2978577013721849,-0.2381615088445157,0.02387922030136888,-0.00025245278982561367
-9.966233116558278,0,0,0.6666666666666666,512.0,436.0,-0.024041041269988517,0.02404250147036218,-6.110735528647022e-06,4.6958010684301134e-05,-0.2636542156288132,0.2997138940106707,-0.23961317435882468,0.024041041269988517,-0.00025416388291292757
-9.959479739869934,0,0,0.6666666666666666,512.0,436.0,-0.02420395890862096,0.02420543895274791,-6.193846785764829e-06,4.7276247954585764e-05,-0.2652775377531723,0.30158156695110366,-0.24107357884455133,0.02420395890862096,-0.00025588657152039273
-9.952726363181592,0,0,0.6666666666666666,512.0,436.0,-0.024367980650377152,0.024369480807845317,-6.278088413271617e-06,4.7596642202822885e-05,-0.2669107547436671,0.30346079056315955,-0.24254277409328992,0.024367980650377152,-0.00025762093426506236
-9.945972986493247,0,0,0.6666666666666666,512.0,436.0,-0.02453311397874455,0.024534634522803196,-6.363475786304812e-06,4.791920805234999e-05,-0.2685539261760298,0.30535163564304374,-0.24402081219728525,0.02453311397874455,-0.000259367050297424
-9.939219609804903,0,0,0.6666666666666666,512.0,436.0,-0.02469936642796111,0.024700907635570306,-6.450024489154942e-06,4.8243960225723254e-05,-0.27020711197940117,0.3072541734164305,-0.24550774555144003,0.02469936642796111,-0.0002611249993043432
-9.932466233116559,0,0,0.6666666666666666,512.0,436.0,-0.024866745583345333,0.024868307735224873,-6.537750318115648e-06,4.857091354536108e-05,-0.2718703724382177,0.3091684755408429,-0.24700362685487237,0.024866745583345333,-0.00026289486151304174
-9.925712856428214,0,0,0.6666666666666666,512.0,436.0,-0.025035259081623358,0.025036842462306003,-6.626669284372776e-06,4.890008293419141e-05,-0.27354376819410187,0.31109461410803796,-0.24850850911247852,0.025035259081623358,-0.0002646767176951127
-9.91895947973987,0,0,0.6666666666666666,512.0,436.0,-0.025204914611312378,0.025206519509194496,-6.71679761691938e-06,4.92314834163955e-05,-0.2752273602482851,0.3130326616469989,-0.25002244563697273,0.025204914611312378,-0.00026647064916952607
-9.912206103051526,0,0,0.6666666666666666,512.0,436.0,-0.02537571991305574,0.025377346620449184,-6.808151765523667e-06,4.956513011806481e-05,-0.27692120996352615,0.31498269112635624,-0.2515454900504704,0.02537571991305574,-0.0002682767378066873
-9.905452726363182,0,0,0.6666666666666666,512.0,436.0,-0.02554768277995871,0.025549331593145135,-6.9007484037376854e-06,4.990103826786159e-05,-0.2786253790660352,0.3169447759568171,-0.25307769628607646,0.02554768277995871,-0.0002700950660325357
-9.898699349674837,0,0,0.6666666666666666,512.0,436.0,-0.02572081105797847,0.025722482277262284,-6.994604431932967e-06,5.02392231977779e-05,-0.28033992964793714,0.31891898999420926,-0.25461911858995867,0.02572081105797847,-0.00027192571683161144
-9.891945972986493,0,0,0.6666666666666666,512.0,436.0,-0.02589511264626576,0.025896806576028723,-7.089736980391324e-06,5.05797003438061e-05,-0.2820649241692232,0.320905407541946,-0.2561698115229574,0.02589511264626576,-0.00027376877375119725
-9.885192596298149,0,0,0.6666666666666666,512.0,436.0,-0.026070595497507967,0.026072312446265844,-7.186163412438075e-06,5.0922485246612977e-05,-0.28380042545970713,0.3229041033534976,-0.2577298299621992,0.026070595497507967,-0.00027562432090550137
-9.878439219609804,0,0,0.6666666666666666,512.0,436.0,-0.026247267618328456,0.026249007898784888,-7.283901327603297e-06,5.1267593552314235e-05,-0.28554649672153265,0.3249151526354916,-0.2592992291032042,0.026247267618328456,-0.00027749244297878707
-9.87168584292146,0,0,0.6666666666666666,512.0,436.0,-0.02642513706963215,0.02642690099873753,-7.382968564842242e-06,5.161504101315924e-05,-0.2873032015311564,0.3269386310502195,-0.2608780644615243,0.02642513706963215,-0.0002793732252296606
-9.864932466233116,0,0,0.6666666666666666,512.0,436.0,-0.02660421196695972,0.026605999865967307,-7.483383205790025e-06,5.1964843488217396e-05,-0.28907060384133454,0.3289746147181483,-0.2624663918743748,0.02660421196695972,-0.00028126675349503743
-9.858179089544773,0,0,0.6666666666666666,512.0,436.0,-0.026784500480890438,0.02678631267541588,-7.585163578070112e-06,5.231701694417164e-05,-0.29084876798368337,0.33102318022108845,-0.26406426750279294,0.026784500480890438,-0.0002831731141939396
