lnz_0,phase,component,beta,volume,edge_distance,betaOmega,nvec,PE,dens,betaF,S,betaG,betapV,PE_n
-6.92,0,0,0.6666666666666666,512.0,436.0,-0.5063356391298168,0.5069705345519823,-0.0027164033507202255,0.0009901768252968404,-4.0145717382295345,4.7732166044903614,-3.5082360990997175,0.5063356391298168,-0.005358108934517769
-6.91,0,0,0.6666666666666666,512.0,436.0,-0.511430841443326,0.5120784835935964,-0.0027714094420909123,0.001000153288268743,-4.049893163075078,4.816163282170745,-3.5384623216317515,0.511430841443326,-0.005412079458293351
-6.9,0,0,0.6666666666666666,512.0,436.0,-0.5165773807771229,0.5172380254452689,-0.0028275307272411223,0.0010102305184477908,-4.085519756349478,4.859491774032554,-3.5689423755723553,0.5165773807771229,-0.0054665948521611845
-6.89,0,0,0.6666666666666666,512.0,436.0,-0.5217757756732592,0.5224496837869574,-0.0028847898564433924,0.0010204095386464013,-4.121454096965396,4.903205429408203,-3.5996783212921364,0.5217757756732592,-0.005521660642098773
-6.88,0,0,0.6666666666666666,512.0,436.0,-0.527026549937374,0.5277139876657931,-0.002943209941251671,0.0010306913821597522,-4.157698785078031,4.947307626615887,-3.630672235140657,0.527026549937374,-0.00557728241062967
-6.87,0,0,0.6666666666666666,512.0,436.0,-0.5323302326926485,0.533031471552144,-0.0030028145639334385,0.0010410770928752813,-4.194256442255878,4.991801773208139,-3.6619262095632297,0.5323302326926485,-0.005633465797412465
-6.86,0,0,0.6666666666666666,512.0,436.0,-0.5376873584343372,0.5384026753963038,-0.003063627787095766,0.001051567725383406,-4.231129711652981,5.036691306222706,-3.6934423532186442,0.5376873584343372,-0.005690216499835762
-6.85,0,0,0.6666666666666666,512.0,436.0,-0.5430984670847794,0.5438281446856557,-0.0031256741635078064,0.0010621643450891712,-4.268321258181521,5.081979692434333,-3.725222791096741,0.5430984670847794,-0.00574754027361808
-6.84,0,0,0.6666666666666666,512.0,436.0,-0.548564104049175,0.5493084305027498,-0.0031889787461291154,0.0010728680283256832,-4.305833768687983,5.1276704286113555,-3.7572696646388084,0.548564104049175,-0.005805442933417989
-6.83,0,0,0.6666666666666666,512.0,436.0,-0.5540848202717399,0.5548440895836843,-0.00325356709833981,0.0010836798624681333,-4.3436699521283035,5.173767041771604,-3.7895851318565636,0.5540848202717399,-0.005863930353445878
-6.82,0,0,0.6666666666666666,512.0,436.0,-0.5596611722925735,0.5604356843773398,-0.0033194653043848643,0.0010946009460494918,-4.381832539746031,5.220273089442451,-3.822171367453458,0.5596611722925735,-0.005923008468086549
-6.81,0,0,0.6666666666666666,512.0,436.0,-0.5652937223050755,0.5660837831051626,-0.0033866999800316383,0.0011056323888772707,-4.420324285251232,5.267192159922288,-3.855030562946157,0.5652937223050755,-0.0059826832725262576
-6.8,0,0,0.6666666666666666,512.0,436.0,-0.5709830382139738,0.5717889598216199,-0.003455298283447198,0.0011167753121516014,-4.459147965000989,5.3145278725444545,-3.8881649267870153,0.5709830382139738,-0.006042960823386905
-6.79,0,0,0.6666666666666666,512.0,436.0,-0.57672969369396,0.5775517944753159,-0.0035252879262997975,0.0011280308485846014,-4.498306378181355,5.3622838779434625,-3.921576684487395,0.57672969369396,-0.0061038472393673176
-6.78,0,0,0.6666666666666666,512.0,436.0,-0.5825342682489402,0.5833728729707712,-0.003596697185088985,0.0011394001425210376,-4.53780234699077,5.410463858323534,-3.9552680787418293,0.5825342682489402,-0.006165348701891373
-6.77,0,0,0.6666666666666666,512.0,436.0,-0.5883973472719053,0.5892527872308759,-0.0036695549127091294,0.0011508843500603045,-4.577638716824935,5.459071527729442,-3.9892413695530298,0.5883973472719053,-0.0062274714557631035
-6.76,0,0,0.6666666666666666,512.0,436.0,-0.5943195221054326,0.5951921352600265,-0.003743890550251267,0.0011624846391797392,-4.617818356463211,5.50811063231975,-4.023498834357778,0.5943195221054326,-0.0062902218098289265
-6.75,0,0,0.6666666666666666,512.0,436.0,-0.6003013901028051,0.6011915212079189,-0.003819734139047495,0.0011742021898592165,-4.6583441582562575,5.557584950642104,-4.058042768153452,0.6003013901028051,-0.00635360613764621
-6.74,0,0,0.6666666666666666,512.0,436.0,-0.6063435546898336,0.6072515554341549,-0.003897116332965975,0.0011860381942073337,-4.699219038316038,5.607498293911959,-4.092875483626204,0.6063435546898336,-0.006417630878161736
-6.73,0,0,0.6666666666666666,512.0,436.0,-0.6124466254271718,0.6133728545733013,-0.003976068410955238,0.001197993856588479,-4.740445936705489,5.657854506291471,-4.127999311278318,0.6124466254271718,-0.006482302536393183
-6.72,0,0,0.6666666666666666,512.0,436.0,-0.6186112180735384,0.6195560416010275,-0.004056622289852277,0.0012100703937520069,-4.782027817632443,5.708657465174083,-4.1634165995589045,0.6186112180735384,-0.006547627684122561
-6.71,0,0,0.6666666666666666,512.0,436.0,-0.6248379546493686,0.6258017459006462,-0.004138810537450897,0.0012222690349621996,-4.8239676696427045,5.759911081468706,-4.199129714993336,0.6248379546493686,-0.006613612960594048
